Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
438,64.800000,53.128000,45.000000,1,5,23,5
439,64.800000,52.466000,44.100000,1,5,24,5
440,64.800000,52.342000,40.600000,1,5,28,4
441,64.800000,52.474000,43.200000,1,5,25,5
442,64.800000,52.091000,43.200000,1,5,25,5
443,64.800000,52.453000,44.200000,1,5,24,4
444,64.800000,52.615000,43.200000,1,5,25,5
445,64.800000,52.170000,37.900000,1,5,31,4
446,64.800000,52.299000,37.900000,1,5,31,4
447,64.800000,52.444000,45.000000,1,5,23,5
448,64.800000,52.267000,43.200000,1,5,25,5
449,64.800000,52.400000,38.700000,1,5,30,5
450,64.800000,52.547000,42.300000,1,5,26,5
451,64.800000,52.529000,42.400000,1,5,26,4
452,64.800000,52.275000,43.200000,1,5,25,5
453,64.800000,52.958000,43.200000,1,5,25,5
454,64.800000,52.583000,41.400000,1,5,27,5
455,64.800000,52.539000,46.000000,1,5,22,4
456,64.800000,51.969000,36.900000,1,5,32,5
457,64.800000,51.051000,40.600000,1,5,28,4
458,64.800000,52.259000,43.300000,1,5,25,4
459,64.800000,52.979000,42.300000,1,5,26,5
460,64.800000,52.745000,45.900000,1,5,22,5
461,64.800000,52.015000,44.100000,1,5,24,5
462,64.800000,51.587000,43.300000,1,5,25,4
463,64.800000,51.783000,44.100000,1,5,24,5
464,64.800000,52.592000,43.200000,1,5,25,5
465,64.800000,51.722000,41.500000,1,5,27,4
466,64.800000,51.963000,45.000000,1,5,23,5
467,64.800000,51.685000,42.400000,1,5,26,4
468,64.800000,52.215000,40.500000,1,5,28,5
469,64.800000,51.984000,41.400000,1,5,27,5
470,64.800000,52.295000,37.900000,1,5,31,4
471,64.800000,52.309000,45.900000,1,5,22,5
472,64.800000,52.269000,44.100000,1,5,24,5
473,64.800000,52.267000,40.500000,1,5,28,5
474,64.800000,52.528000,45.900000,1,5,22,5
475,64.800000,52.541000,45.000000,1,5,23,5
476,64.800000,52.299000,44.100000,1,5,24,5
477,64.800000,51.335000,45.000000,1,5,23,5
478,64.800000,52.446000,41.500000,1,5,27,4
479,64.800000,52.833000,43.200000,1,5,25,5
480,64.800000,52.628000,45.000000,1,5,23,5
481,64.800000,52.855000,45.100000,1,5,23,4
482,64.800000,52.812000,42.400000,1,5,26,4
483,64.800000,52.189000,42.300000,1,5,26,5
484,64.800000,52.514000,44.100000,1,5,24,5
485,64.800000,51.964000,43.300000,1,5,25,4
486,64.800000,52.605000,41.500000,1,5,27,4
487,64.800000,52.414000,41.500000,1,5,27,4
488,64.800000,52.813000,43.300000,1,5,25,4
489,64.800000,51.564000,42.300000,1,5,26,5
490,64.800000,52.871000,44.100000,1,5,24,5
491,64.800000,52.116000,43.300000,1,5,25,4
492,64.800000,52.056000,43.200000,1,5,25,5
493,64.800000,52.316000,45.000000,1,5,23,5
494,64.800000,51.672000,42.300000,1,5,26,5
495,64.800000,52.152000,43.300000,1,5,25,4
496,64.800000,52.021000,42.300000,1,5,26,5
497,64.800000,52.194000,42.300000,1,5,26,5
498,64.800000,52.678000,40.500000,1,5,28,5
499,64.800000,53.140000,42.400000,1,5,26,4
500,64.800000,52.593000,45.000000,1,5,23,5
501,64.800000,52.864000,43.200000,1,5,25,5
502,64.800000,52.833000,45.900000,1,5,22,5
503,64.800000,51.770000,39.700000,1,5,29,4
504,64.800000,51.689000,43.200000,1,5,25,5
505,64.800000,52.382000,38.800000,1,5,30,4
506,64.800000,52.005000,42.300000,1,5,26,5
507,64.800000,51.793000,30.600000,1,5,39,5
508,64.800000,52.873000,43.200000,1,5,25,5
509,64.800000,52.173000,39.700000,1,5,29,4
510,64.800000,51.742000,41.500000,1,5,27,4
511,64.800000,52.474000,35.200000,1,5,34,4
512,64.800000,52.162000,44.200000,1,5,24,4
513,64.800000,52.614000,43.300000,1,5,25,4
514,64.800000,52.267000,43.400000,1,5,25,3
515,64.800000,52.754000,40.600000,1,5,28,4
516,64.800000,52.634000,45.900000,1,5,22,5
517,64.800000,52.478000,44.100000,1,5,24,5
518,64.800000,52.164000,34.300000,1,5,35,4
519,64.800000,52.118000,44.100000,1,5,24,5
520,64.800000,52.598000,44.100000,1,5,24,5
521,64.800000,52.345000,44.100000,1,5,24,5
522,64.800000,52.741000,42.400000,1,5,26,4
523,64.800000,51.205000,39.600000,1,5,29,5
524,64.800000,52.127000,43.200000,1,5,25,5
525,64.800000,52.153000,40.600000,1,5,28,4
526,64.800000,52.218000,41.400000,1,5,27,5
527,64.800000,52.041000,39.700000,1,5,29,4
528,64.800000,52.156000,42.300000,1,5,26,5
529,64.800000,53.043000,45.000000,1,5,23,5
530,64.800000,52.438000,45.000000,1,5,23,5
531,64.800000,52.197000,44.100000,1,5,24,5
532,64.800000,52.016000,40.500000,1,5,28,5
533,64.800000,51.671000,41.500000,1,5,27,4
534,64.800000,51.499000,41.400000,1,5,27,5
535,64.800000,52.717000,45.900000,1,5,22,5
536,64.800000,52.273000,40.500000,1,5,28,5
537,64.800000,52.209000,40.500000,1,5,28,5
538,64.800000,52.111000,45.000000,1,5,23,5
539,64.800000,52.272000,42.400000,1,5,26,4
540,64.800000,52.429000,43.200000,1,5,25,5
541,64.800000,52.765000,45.900000,1,5,22,5
542,64.800000,52.090000,42.400000,1,5,26,4
